experiment_id,topology,fault_type,window_type,threshold,window_size,wait_duration,permitted_calls_half_open,environment,mode,replicate,run_timestamp,blast_radius,time_to_open,time_to_recover,error_rate,throughput_loss,real_blast_radius,leg_failure_rates
LIN-LAT-TIM-T70-W5-D5,LINEAR,LATENCY,TIME_BASED,70,5,5,5,LOCAL,full,3,2026-07-27T00:34:02Z,0.2000,3.751,24.293,0.9050,0.8981,0.2000,gateway-service:0.9050;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-CNT-T70-W5-D15,LINEAR,LATENCY,COUNT_BASED,70,5,15,5,LOCAL,full,1,2026-07-27T00:35:18Z,0.2000,3.607,16.807,0.8000,0.8951,0.2000,gateway-service:0.8000;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-CNT-T70-W5-D15,LINEAR,LATENCY,COUNT_BASED,70,5,15,5,LOCAL,full,2,2026-07-27T00:36:34Z,0.2000,3.669,16.645,0.8000,0.8950,0.2000,gateway-service:0.8000;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-CNT-T70-W5-D15,LINEAR,LATENCY,COUNT_BASED,70,5,15,5,LOCAL,full,3,2026-07-27T00:37:44Z,0.2000,3.68,16.658,0.8000,0.8796,0.2000,gateway-service:0.8000;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-TIM-T70-W5-D15,LINEAR,LATENCY,TIME_BASED,70,5,15,5,LOCAL,full,1,2026-07-27T00:39:18Z,0.2000,3.677,35.445,0.9533,0.9646,0.2000,gateway-service:0.9533;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-TIM-T70-W5-D15,LINEAR,LATENCY,TIME_BASED,70,5,15,5,LOCAL,full,2,2026-07-27T00:40:56Z,0.2000,6.24,35.0,0.9500,0.9560,0.2000,gateway-service:0.9500;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-TIM-T70-W5-D15,LINEAR,LATENCY,TIME_BASED,70,5,15,5,LOCAL,full,3,2026-07-27T00:42:32Z,0.2000,6.467,35.068,0.9500,0.9588,0.2000,gateway-service:0.9500;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-CNT-T70-W5-D30,LINEAR,LATENCY,COUNT_BASED,70,5,30,5,LOCAL,full,1,2026-07-27T00:44:25Z,0.2000,3.668,31.538,0.8000,0.8598,0.2000,gateway-service:0.8000;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-CNT-T70-W5-D30,LINEAR,LATENCY,COUNT_BASED,70,5,30,5,LOCAL,full,2,2026-07-27T00:46:18Z,0.2000,3.618,31.83,0.8000,0.8216,0.2000,gateway-service:0.8000;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-CNT-T70-W5-D30,LINEAR,LATENCY,COUNT_BASED,70,5,30,5,LOCAL,full,3,2026-07-27T00:48:07Z,0.2000,3.604,31.697,0.8000,0.8300,0.2000,gateway-service:0.8000;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-TIM-T70-W5-D30,LINEAR,LATENCY,TIME_BASED,70,5,30,5,LOCAL,full,1,2026-07-27T00:50:31Z,0.2000,3.837,65.155,0.9689,0.9673,0.2000,gateway-service:0.9689;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-TIM-T70-W5-D30,LINEAR,LATENCY,TIME_BASED,70,5,30,5,LOCAL,full,2,2026-07-27T00:52:55Z,0.2000,3.77,65.142,0.9689,0.9630,0.2000,gateway-service:0.9689;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-TIM-T70-W5-D30,LINEAR,LATENCY,TIME_BASED,70,5,30,5,LOCAL,full,3,2026-07-27T00:55:18Z,0.2000,3.695,65.282,0.9689,0.9555,0.2000,gateway-service:0.9689;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-CNT-T70-W10-D5,LINEAR,LATENCY,COUNT_BASED,70,10,5,5,LOCAL,full,1,2026-07-27T00:56:45Z,0.2000,6.592,6.992,0.7250,0.8448,0.2000,gateway-service:0.7250;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-CNT-T70-W10-D5,LINEAR,LATENCY,COUNT_BASED,70,10,5,5,LOCAL,full,2,2026-07-27T00:58:13Z,0.2000,6.665,7.023,0.7250,0.8570,0.2000,gateway-service:0.7250;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-CNT-T70-W10-D5,LINEAR,LATENCY,COUNT_BASED,70,10,5,5,LOCAL,full,3,2026-07-27T00:59:42Z,0.2000,6.501,7.072,0.7250,0.8570,0.2000,gateway-service:0.7250;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-TIM-T70-W10-D5,LINEAR,LATENCY,TIME_BASED,70,10,5,5,LOCAL,full,1,2026-07-27T01:01:29Z,0.2000,9.471,24.179,0.9000,0.8693,0.2000,gateway-service:0.9000;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-TIM-T70-W10-D5,LINEAR,LATENCY,TIME_BASED,70,10,5,5,LOCAL,full,2,2026-07-27T01:03:17Z,0.2000,9.614,23.992,0.9000,0.8860,0.2000,gateway-service:0.9000;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-TIM-T70-W10-D5,LINEAR,LATENCY,TIME_BASED,70,10,5,5,LOCAL,full,3,2026-07-27T01:05:06Z,0.2000,9.699,23.924,0.9000,0.8820,0.2000,gateway-service:0.9000;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-CNT-T70-W10-D15,LINEAR,LATENCY,COUNT_BASED,70,10,15,5,LOCAL,full,1,2026-07-27T01:06:45Z,0.2000,6.453,17.369,0.7250,0.8564,0.2000,gateway-service:0.7250;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-CNT-T70-W10-D15,LINEAR,LATENCY,COUNT_BASED,70,10,15,5,LOCAL,full,2,2026-07-27T01:08:26Z,0.2000,6.536,17.213,0.7250,0.8704,0.2000,gateway-service:0.7250;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-CNT-T70-W10-D15,LINEAR,LATENCY,COUNT_BASED,70,10,15,5,LOCAL,full,3,2026-07-27T01:10:04Z,0.2000,6.425,17.204,0.7250,0.8286,0.2000,gateway-service:0.7250;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-TIM-T70-W10-D15,LINEAR,LATENCY,TIME_BASED,70,10,15,5,LOCAL,full,1,2026-07-27T01:12:03Z,0.2000,9.532,35.06,0.9429,0.9287,0.2000,gateway-service:0.9429;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-TIM-T70-W10-D15,LINEAR,LATENCY,TIME_BASED,70,10,15,5,LOCAL,full,2,2026-07-27T01:14:00Z,0.2000,9.594,35.075,0.9429,0.9151,0.2000,gateway-service:0.9429;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-TIM-T70-W10-D15,LINEAR,LATENCY,TIME_BASED,70,10,15,5,LOCAL,full,3,2026-07-27T01:16:03Z,0.2000,9.561,35.128,0.9429,0.9348,0.2000,gateway-service:0.9429;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-CNT-T70-W10-D30,LINEAR,LATENCY,COUNT_BASED,70,10,30,5,LOCAL,full,1,2026-07-27T01:17:55Z,0.2000,6.713,31.44,0.7250,0.8671,0.2000,gateway-service:0.7250;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-CNT-T70-W10-D30,LINEAR,LATENCY,COUNT_BASED,70,10,30,5,LOCAL,full,2,2026-07-27T01:19:51Z,0.2000,6.484,31.735,0.7250,0.8662,0.2000,gateway-service:0.7250;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-CNT-T70-W10-D30,LINEAR,LATENCY,COUNT_BASED,70,10,30,5,LOCAL,full,3,2026-07-27T01:21:45Z,0.2000,6.556,31.633,0.7250,0.8724,0.2000,gateway-service:0.7250;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-TIM-T70-W10-D30,LINEAR,LATENCY,TIME_BASED,70,10,30,5,LOCAL,full,1,2026-07-27T01:24:14Z,0.2000,9.472,64.868,0.9600,0.9228,0.2000,gateway-service:0.9600;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-TIM-T70-W10-D30,LINEAR,LATENCY,TIME_BASED,70,10,30,5,LOCAL,full,2,2026-07-27T01:26:44Z,0.2000,9.562,64.802,0.9600,0.9523,0.2000,gateway-service:0.9600;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-TIM-T70-W10-D30,LINEAR,LATENCY,TIME_BASED,70,10,30,5,LOCAL,full,3,2026-07-27T01:29:11Z,0.2000,9.657,64.89,0.9600,0.9460,0.2000,gateway-service:0.9600;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-CNT-T70-W20-D5,LINEAR,LATENCY,COUNT_BASED,70,20,5,5,LOCAL,full,1,2026-07-27T01:30:44Z,0.2000,9.973,6.852,0.7000,0.8389,0.2000,gateway-service:0.7000;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-CNT-T70-W20-D5,LINEAR,LATENCY,COUNT_BASED,70,20,5,5,LOCAL,full,2,2026-07-27T01:32:18Z,0.2000,9.772,6.998,0.7000,0.8407,0.2000,gateway-service:0.7000;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-CNT-T70-W20-D5,LINEAR,LATENCY,COUNT_BASED,70,20,5,5,LOCAL,full,3,2026-07-27T01:33:51Z,0.2000,9.758,7.272,0.7000,0.8039,0.2000,gateway-service:0.7000;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-TIM-T70-W20-D5,LINEAR,LATENCY,TIME_BASED,70,20,5,5,LOCAL,full,1,2026-07-27T01:35:48Z,0.2000,19.147,23.258,0.8857,0.8709,0.2000,gateway-service:0.8857;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-TIM-T70-W20-D5,LINEAR,LATENCY,TIME_BASED,70,20,5,5,LOCAL,full,2,2026-07-27T01:37:46Z,0.2000,18.887,23.614,0.8857,0.8627,0.2000,gateway-service:0.8857;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-TIM-T70-W20-D5,LINEAR,LATENCY,TIME_BASED,70,20,5,5,LOCAL,full,3,2026-07-27T01:39:44Z,0.2000,18.938,23.433,0.8857,0.8572,0.2000,gateway-service:0.8857;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-CNT-T70-W20-D15,LINEAR,LATENCY,COUNT_BASED,70,20,15,5,LOCAL,full,1,2026-07-27T01:41:26Z,0.2000,9.857,17.234,0.7000,0.8408,0.2000,gateway-service:0.7000;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-CNT-T70-W20-D15,LINEAR,LATENCY,COUNT_BASED,70,20,15,5,LOCAL,full,2,2026-07-27T01:43:12Z,0.2000,9.928,16.95,0.7000,0.8318,0.2000,gateway-service:0.7000;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-CNT-T70-W20-D15,LINEAR,LATENCY,COUNT_BASED,70,20,15,5,LOCAL,full,3,2026-07-27T01:44:53Z,0.2000,9.879,17.001,0.7000,0.8102,0.2000,gateway-service:0.7000;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-TIM-T70-W20-D15,LINEAR,LATENCY,TIME_BASED,70,20,15,5,LOCAL,full,1,2026-07-27T03:52:10Z,0.2000,18.978,7540.508,0.9222,0.9993,0.2000,gateway-service:0.9222;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-TIM-T70-W20-D15,LINEAR,LATENCY,TIME_BASED,70,20,15,5,LOCAL,full,2,2026-07-27T03:53:56Z,0.2000,18.81,32.405,0.9200,0.9346,0.2000,gateway-service:0.9200;order-service:0.0135;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-TIM-T70-W20-D15,LINEAR,LATENCY,TIME_BASED,70,20,15,5,LOCAL,full,3,2026-07-27T03:55:49Z,0.2000,18.658,34.64,0.9222,0.9281,0.2000,gateway-service:0.9222;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-CNT-T70-W20-D30,LINEAR,LATENCY,COUNT_BASED,70,20,30,5,LOCAL,full,1,2026-07-27T03:57:32Z,0.2000,9.642,31.004,0.7000,0.8701,0.2000,gateway-service:0.7000;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-CNT-T70-W20-D30,LINEAR,LATENCY,COUNT_BASED,70,20,30,5,LOCAL,full,2,2026-07-27T03:59:18Z,0.2000,9.696,31.132,0.7000,0.8400,0.2000,gateway-service:0.7000;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-CNT-T70-W20-D30,LINEAR,LATENCY,COUNT_BASED,70,20,30,5,LOCAL,full,3,2026-07-27T04:00:58Z,0.2000,9.768,30.927,0.7000,0.8741,0.2000,gateway-service:0.7000;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-TIM-T70-W20-D30,LINEAR,LATENCY,TIME_BASED,70,20,30,5,LOCAL,full,1,2026-07-27T04:03:23Z,0.2000,18.626,64.922,0.9417,0.9511,0.2000,gateway-service:0.9417;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-TIM-T70-W20-D30,LINEAR,LATENCY,TIME_BASED,70,20,30,5,LOCAL,full,2,2026-07-27T04:05:46Z,0.2000,18.835,65.418,0.9367,0.9339,0.2000,gateway-service:0.9367;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
LIN-LAT-TIM-T70-W20-D30,LINEAR,LATENCY,TIME_BASED,70,20,30,5,LOCAL,full,3,2026-07-27T04:08:12Z,0.2000,18.826,65.585,0.9367,0.9149,0.2000,gateway-service:0.9367;order-service:0.0000;inventory-service:0.0000;payment-service:0.0000;notification-service:0.0000
