dv,varying_factor,held,level_a,mean_a,sd_a,n_a,level_b,mean_b,sd_b,n_b,experiment_id_a,experiment_id_b,noise_stratum,observed_effect,raw_mde,effect_to_mde_ratio,status
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'CNT', 'threshold': '30', 'window_size': '5', 'wait': '5'}",topology=FAN,0.2868,0.00511859355682788,5,topology=LIN,0.3318,0.11600301720214007,5,FAN-CRS-CNT-T30-W5-D5,LIN-CRS-CNT-T30-W5-D5,main,-0.044999999999999984,0.6689266961603422,0.06727194512986436,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'CNT', 'threshold': '50', 'window_size': '10', 'wait': '15'}",topology=FAN,0.3508,0.1069845783279067,5,topology=LIN,0.6003333333333334,0.0884439558892146,3,FAN-CRS-CNT-T50-W10-D15,LIN-CRS-CNT-T50-W10-D15,main,-0.24953333333333338,0.6093459778325645,0.40951010166821833,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'CNT', 'threshold': '50', 'window_size': '10', 'wait': '30'}",topology=FAN,0.295,0.006000000000000005,3,topology=LIN,0.5416666666666666,0.06232442004008809,3,FAN-CRS-CNT-T50-W10-D30,LIN-CRS-CNT-T50-W10-D30,main,-0.24666666666666665,0.6088209573395158,0.40515469070672977,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'CNT', 'threshold': '50', 'window_size': '10', 'wait': '5'}",topology=FAN,0.38166666666666665,0.1475138411584938,3,topology=LIN,0.7090000000000001,0.0816639455328972,3,FAN-CRS-CNT-T50-W10-D5,LIN-CRS-CNT-T50-W10-D5,main,-0.3273333333333334,0.6088209573395158,0.5376512246946065,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'CNT', 'threshold': '50', 'window_size': '20', 'wait': '15'}",topology=FAN,0.556,0.03517101079013792,3,topology=LIN,1.014,0.05524490926773259,3,FAN-CRS-CNT-T50-W20-D15,LIN-CRS-CNT-T50-W20-D15,main,-0.45799999999999996,0.6088209573395158,0.7522737095014145,BORDERLINE
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'CNT', 'threshold': '50', 'window_size': '20', 'wait': '30'}",topology=FAN,0.5486666666666667,0.008962886439832509,3,topology=LIN,1.093,0.07351190379795648,3,FAN-CRS-CNT-T50-W20-D30,LIN-CRS-CNT-T50-W20-D30,main,-0.5443333333333332,0.6088209573395158,0.8940778512487698,BORDERLINE
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'CNT', 'threshold': '50', 'window_size': '20', 'wait': '5'}",topology=FAN,0.5413333333333333,0.011590225767142482,3,topology=LIN,1.1123333333333332,0.06469415223444343,3,FAN-CRS-CNT-T50-W20-D5,LIN-CRS-CNT-T50-W20-D5,main,-0.5709999999999998,0.6088209573395158,0.9378783583521999,BORDERLINE
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'CNT', 'threshold': '50', 'window_size': '5', 'wait': '15'}",topology=FAN,0.29519999999999996,0.011233877335986905,5,topology=LIN,0.4703333333333333,0.03818813079129867,3,FAN-CRS-CNT-T50-W5-D15,LIN-CRS-CNT-T50-W5-D15,main,-0.17513333333333336,0.6093459778325645,0.28741197891595227,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'CNT', 'threshold': '50', 'window_size': '5', 'wait': '30'}",topology=FAN,0.31,0.022538855339169307,3,topology=LIN,0.3343333333333333,0.08200812967830284,3,FAN-CRS-CNT-T50-W5-D30,LIN-CRS-CNT-T50-W5-D30,main,-0.024333333333333318,0.6088209573395158,0.03996796273188008,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'CNT', 'threshold': '50', 'window_size': '5', 'wait': '5'}",topology=FAN,0.30066666666666664,0.021548395145192,3,topology=LIN,0.47333333333333333,0.16017906646417107,3,FAN-CRS-CNT-T50-W5-D5,LIN-CRS-CNT-T50-W5-D5,main,-0.1726666666666667,0.6088209573395158,0.2836082834947109,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'CNT', 'threshold': '70', 'window_size': '10', 'wait': '15'}",topology=FAN,0.546,0.012903487900563915,5,topology=LIN,0.9713333333333334,0.0711149304529881,3,FAN-CRS-CNT-T70-W10-D15,LIN-CRS-CNT-T70-W10-D15,main,-0.42533333333333334,0.6093459778325645,0.6980161497844596,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'CNT', 'threshold': '70', 'window_size': '10', 'wait': '30'}",topology=FAN,0.5670000000000001,0.041581245772583555,3,topology=LIN,0.852,0.02128379665379278,3,FAN-CRS-CNT-T70-W10-D30,LIN-CRS-CNT-T70-W10-D30,main,-0.2849999999999999,0.6088209573395158,0.46811791966791066,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'CNT', 'threshold': '70', 'window_size': '10', 'wait': '5'}",topology=FAN,0.547,0.010583005244258372,3,topology=LIN,0.9466666666666667,0.08986842233695513,3,FAN-CRS-CNT-T70-W10-D5,LIN-CRS-CNT-T70-W10-D5,main,-0.3996666666666666,0.6088209573395158,0.6564601002126608,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'CNT', 'threshold': '70', 'window_size': '20', 'wait': '15'}",topology=FAN,0.8306666666666667,0.032347076117221665,3,topology=LIN,1.5586666666666666,0.02695057204092963,3,FAN-CRS-CNT-T70-W20-D15,LIN-CRS-CNT-T70-W20-D15,main,-0.728,0.6088209573395158,1.1957538439236457,BORDERLINE
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'CNT', 'threshold': '70', 'window_size': '20', 'wait': '30'}",topology=FAN,0.7943333333333333,0.014011899704655814,3,topology=LIN,1.507,0.025059928172283242,3,FAN-CRS-CNT-T70-W20-D30,LIN-CRS-CNT-T70-W20-D30,main,-0.7126666666666666,0.6088209573395158,1.1705685523391733,BORDERLINE
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'CNT', 'threshold': '70', 'window_size': '20', 'wait': '5'}",topology=FAN,0.7936666666666667,0.01950213663508006,3,topology=LIN,1.4416666666666667,0.03312602199681294,3,FAN-CRS-CNT-T70-W20-D5,LIN-CRS-CNT-T70-W20-D5,main,-0.6479999999999999,0.6088209573395158,1.0643523226133549,BORDERLINE
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'CNT', 'threshold': '70', 'window_size': '5', 'wait': '15'}",topology=FAN,0.296,0.008031189202104513,5,topology=LIN,0.6853333333333333,0.1055098731557068,3,FAN-CRS-CNT-T70-W5-D15,LIN-CRS-CNT-T70-W5-D15,main,-0.38933333333333336,0.6093459778325645,0.6389364129688471,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'CNT', 'threshold': '70', 'window_size': '5', 'wait': '30'}",topology=FAN,0.2913333333333333,0.0023094010767585054,3,topology=LIN,0.668,0.09159148432032317,3,FAN-CRS-CNT-T70-W5-D30,LIN-CRS-CNT-T70-W5-D30,main,-0.37666666666666676,0.6088209573395158,0.6186821628359525,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'CNT', 'threshold': '70', 'window_size': '5', 'wait': '5'}",topology=FAN,0.301,0.020518284528683182,3,topology=LIN,0.7376666666666667,0.1546264315482102,3,FAN-CRS-CNT-T70-W5-D5,LIN-CRS-CNT-T70-W5-D5,main,-0.4366666666666667,0.6088209573395158,0.7172333038186703,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '30', 'window_size': '10', 'wait': '15'}",topology=FAN,3.097,0.06919537556802463,3,topology=LIN,3.005333333333333,0.04301550108197424,3,FAN-CRS-TIM-T30-W10-D15,LIN-CRS-TIM-T30-W10-D15,main,0.09166666666666679,0.6088209573395158,0.15056424316804168,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '30', 'window_size': '10', 'wait': '30'}",topology=FAN,3.1956666666666664,0.21038377630733157,3,topology=LIN,2.9586666666666663,0.08544783984006468,3,FAN-CRS-TIM-T30-W10-D30,LIN-CRS-TIM-T30-W10-D30,main,0.2370000000000001,0.6088209573395158,0.3892770068817365,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '30', 'window_size': '10', 'wait': '5'}",topology=FAN,3.0513333333333335,0.10984231121627643,3,topology=LIN,3.066,0.11491736161259536,5,FAN-CRS-TIM-T30-W10-D5,LIN-CRS-TIM-T30-W10-D5,main,-0.014666666666666384,0.6093459778325645,0.024069522406360212,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '30', 'window_size': '20', 'wait': '15'}",topology=FAN,6.126,0.14405554484295277,3,topology=LIN,6.072333333333333,0.1836418616038656,3,FAN-CRS-TIM-T30-W20-D15,LIN-CRS-TIM-T30-W20-D15,main,0.05366666666666742,0.6088209573395158,0.08814852054565461,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '30', 'window_size': '20', 'wait': '30'}",topology=FAN,5.985666666666667,0.13479366948537783,3,topology=LIN,6.201333333333333,0.09889556781440408,3,FAN-CRS-TIM-T30-W20-D30,LIN-CRS-TIM-T30-W20-D30,main,-0.21566666666666645,0.6088209573395158,0.3542366011989918,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '30', 'window_size': '20', 'wait': '5'}",topology=FAN,6.1323333333333325,0.15124263067446747,3,topology=LIN,6.166,0.10948972554536772,3,FAN-CRS-TIM-T30-W20-D5,LIN-CRS-TIM-T30-W20-D5,main,-0.033666666666667844,0.6088209573395158,0.055298140218082624,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '30', 'window_size': '5', 'wait': '15'}",topology=FAN,1.587,0.10636493783197541,5,topology=LIN,1.4356,0.21211624171665874,5,FAN-CRS-TIM-T30-W5-D15,LIN-CRS-TIM-T30-W5-D15,tim_w5,0.15139999999999998,4.942600930300111,0.030631645592072324,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '30', 'window_size': '5', 'wait': '30'}",topology=FAN,1.5470000000000002,0.029899832775452127,5,topology=LIN,1.5338,0.11406664718488042,5,FAN-CRS-TIM-T30-W5-D30,LIN-CRS-TIM-T30-W5-D30,tim_w5,0.0132000000000001,4.942600930300111,0.002670658664566432,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '30', 'window_size': '5', 'wait': '5'}",topology=FAN,1.6398,0.13589407639775913,5,topology=LIN,1.5021999999999998,0.12935107266659984,5,FAN-CRS-TIM-T30-W5-D5,LIN-CRS-TIM-T30-W5-D5,tim_w5,0.13760000000000017,4.942600930300111,0.02783959335184384,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '50', 'window_size': '10', 'wait': '15'}",topology=FAN,5.062,0.2873168982151938,3,topology=LIN,4.453666666666667,1.0602831382858702,3,FAN-CRS-TIM-T50-W10-D15,LIN-CRS-TIM-T50-W10-D15,main,0.6083333333333334,0.6088209573395158,0.9991990682970027,BORDERLINE
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '50', 'window_size': '10', 'wait': '30'}",topology=FAN,4.820666666666667,0.12239825706820051,3,topology=LIN,5.056333333333334,0.11537908533756604,3,FAN-CRS-TIM-T50-W10-D30,LIN-CRS-TIM-T50-W10-D30,main,-0.2356666666666669,0.6088209573395158,0.38708698152656523,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '50', 'window_size': '10', 'wait': '5'}",topology=FAN,4.9033999999999995,0.20314477596039726,5,topology=LIN,5.0506,0.3306021778512658,5,FAN-CRS-TIM-T50-W10-D5,LIN-CRS-TIM-T50-W10-D5,main,-0.14720000000000066,0.6689266961603422,0.22005400718035736,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '50', 'window_size': '20', 'wait': '15'}",topology=FAN,10.142000000000001,0.0987724657989261,3,topology=LIN,9.951,0.11557248807566632,3,FAN-CRS-TIM-T50-W20-D15,LIN-CRS-TIM-T50-W20-D15,main,0.19100000000000072,0.6088209573395158,0.31372113212832037,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '50', 'window_size': '20', 'wait': '30'}",topology=FAN,9.935,0.1922420349455338,3,topology=LIN,9.975333333333332,0.17609751086637557,3,FAN-CRS-TIM-T50-W20-D30,LIN-CRS-TIM-T50-W20-D30,main,-0.04033333333333111,0.6088209573395158,0.0662482669939346,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '50', 'window_size': '20', 'wait': '5'}",topology=FAN,10.1618,0.10212100665387175,5,topology=LIN,9.941199999999998,0.15783757474061783,5,FAN-CRS-TIM-T50-W20-D5,LIN-CRS-TIM-T50-W20-D5,main,0.22060000000000102,0.6689266961603422,0.3297820243477367,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '50', 'window_size': '5', 'wait': '15'}",topology=FAN,2.368,0.1796329591138551,3,topology=LIN,2.3924,0.10219001908210013,5,FAN-CRS-TIM-T50-W5-D15,LIN-CRS-TIM-T50-W5-D15,tim_w5,-0.024399999999999977,4.502367769439337,0.005419370706591217,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '50', 'window_size': '5', 'wait': '30'}",topology=FAN,2.5029999999999997,0.18874586088176876,3,topology=LIN,2.1753333333333336,0.15910478727346117,3,FAN-CRS-TIM-T50-W5-D30,LIN-CRS-TIM-T50-W5-D30,tim_w5,0.3276666666666661,4.498488470269092,0.0728392812012844,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '50', 'window_size': '5', 'wait': '5'}",topology=FAN,2.5393333333333334,0.12040071982066126,3,topology=LIN,2.4753333333333334,0.21729319670282668,3,FAN-CRS-TIM-T50-W5-D5,LIN-CRS-TIM-T50-W5-D5,tim_w5,0.06400000000000006,4.498488470269092,0.014227001007778883,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '70', 'window_size': '10', 'wait': '15'}",topology=FAN,7.063666666666666,0.3265154411866812,3,topology=LIN,7.079666666666667,0.13254936187448535,3,FAN-CRS-TIM-T70-W10-D15,LIN-CRS-TIM-T70-W10-D15,main,-0.016000000000000902,0.6088209573395158,0.026280304262059632,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '70', 'window_size': '10', 'wait': '30'}",topology=FAN,7.116666666666667,0.12861700250485272,3,topology=LIN,6.729666666666667,0.12850810609970628,3,FAN-CRS-TIM-T70-W10-D30,LIN-CRS-TIM-T70-W10-D30,main,0.38700000000000045,0.6088209573395158,0.6356548593385323,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '70', 'window_size': '10', 'wait': '5'}",topology=FAN,6.916333333333334,0.28136512458606744,3,topology=LIN,6.927666666666667,0.15332427509475893,3,FAN-CRS-TIM-T70-W10-D5,LIN-CRS-TIM-T70-W10-D5,main,-0.011333333333332973,0.6088209573395158,0.018615215518957264,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '70', 'window_size': '20', 'wait': '15'}",topology=FAN,14.189333333333332,0.1400761697553627,3,topology=LIN,14.009666666666666,0.23873904861445125,3,FAN-CRS-TIM-T70-W20-D15,LIN-CRS-TIM-T70-W20-D15,main,0.17966666666666598,0.6088209573395158,0.2951059166093602,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '70', 'window_size': '20', 'wait': '30'}",topology=FAN,14.050333333333333,0.26263345813763606,3,topology=LIN,13.790999999999999,0.3697526200042399,3,FAN-CRS-TIM-T70-W20-D30,LIN-CRS-TIM-T70-W20-D30,main,0.2593333333333341,0.6088209573395158,0.42595993158086043,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '70', 'window_size': '20', 'wait': '5'}",topology=FAN,14.0752,0.2328662706361747,5,topology=LIN,14.0428,0.3235849193024915,5,FAN-CRS-TIM-T70-W20-D5,LIN-CRS-TIM-T70-W20-D5,main,0.03240000000000087,0.6689266961603422,0.048435800493503656,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '70', 'window_size': '5', 'wait': '15'}",topology=FAN,3.3303333333333334,0.16508280750378995,3,topology=LIN,3.0092,0.4458365171225885,5,FAN-CRS-TIM-T70-W5-D15,LIN-CRS-TIM-T70-W5-D15,tim_w5,0.3211333333333335,4.502367769439337,0.07132543358920745,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '70', 'window_size': '5', 'wait': '30'}",topology=FAN,3.432,0.10396634070698084,3,topology=LIN,3.3366666666666664,0.11323132664299822,3,FAN-CRS-TIM-T70-W5-D30,LIN-CRS-TIM-T70-W5-D30,tim_w5,0.09533333333333349,4.498488470269092,0.021192303584503976,UNDERPOWERED
time_to_open,topology,"{'fault': 'CRS', 'window_type': 'TIM', 'threshold': '70', 'window_size': '5', 'wait': '5'}",topology=FAN,3.1153333333333335,0.23678963941298892,3,topology=LIN,2.798666666666667,0.3262289584530062,3,FAN-CRS-TIM-T70-W5-D5,LIN-CRS-TIM-T70-W5-D5,tim_w5,0.31666666666666643,4.498488470269092,0.07039401540307248,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '30', 'window_size': '10', 'wait': '15'}",topology=FAN,3.4659999999999997,0.07129516112612408,5,topology=LIN,3.4454000000000002,0.0860976190146974,5,FAN-LAT-CNT-T30-W10-D15,LIN-LAT-CNT-T30-W10-D15,main,0.020599999999999508,0.6689266961603422,0.03079560154833718,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '30', 'window_size': '10', 'wait': '30'}",topology=FAN,3.4539999999999997,0.08358528578643488,5,topology=LIN,3.484,0.10331989159885895,3,FAN-LAT-CNT-T30-W10-D30,LIN-LAT-CNT-T30-W10-D30,main,-0.03000000000000025,0.6093459778325645,0.04923311401301088,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '30', 'window_size': '10', 'wait': '5'}",topology=FAN,3.4766,0.09395371200756251,5,topology=LIN,3.4313333333333333,0.07300228306932154,3,FAN-LAT-CNT-T30-W10-D5,LIN-LAT-CNT-T30-W10-D5,main,0.045266666666666566,0.6093459778325645,0.07428729869963119,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '30', 'window_size': '20', 'wait': '15'}",topology=FAN,6.2316666666666665,0.025166114784235766,3,topology=LIN,6.276000000000001,0.05833952348108447,5,FAN-LAT-CNT-T30-W20-D15,LIN-LAT-CNT-T30-W20-D15,main,-0.044333333333334224,0.6093459778325645,0.07275560181922805,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '30', 'window_size': '20', 'wait': '30'}",topology=FAN,6.243666666666666,0.020526405757787497,3,topology=LIN,6.335000000000001,0.06618912297349133,3,FAN-LAT-CNT-T30-W20-D30,LIN-LAT-CNT-T30-W20-D30,main,-0.09133333333333482,0.6088209573395158,0.15001673682925104,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '30', 'window_size': '20', 'wait': '5'}",topology=FAN,6.225666666666666,0.015821925715074667,3,topology=LIN,6.260000000000001,0.06322183167229503,3,FAN-LAT-CNT-T30-W20-D5,LIN-LAT-CNT-T30-W20-D5,main,-0.03433333333333444,0.6088209573395158,0.05639315289566826,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '30', 'window_size': '5', 'wait': '15'}",topology=FAN,3.412333333333333,0.1385003008420319,3,topology=LIN,3.469,0.10966084077737133,5,FAN-LAT-CNT-T30-W5-D15,LIN-LAT-CNT-T30-W5-D15,main,-0.05666666666666664,0.6093459778325645,0.0929958820245753,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '30', 'window_size': '5', 'wait': '30'}",topology=FAN,3.2622,0.037771682514815184,5,topology=LIN,3.372666666666666,0.05463820397243443,3,FAN-LAT-CNT-T30-W5-D30,LIN-LAT-CNT-T30-W5-D30,main,-0.11046666666666605,0.6093459778325645,0.18128726648790644,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '30', 'window_size': '5', 'wait': '5'}",topology=FAN,3.2725999999999997,0.02780827215056692,5,topology=LIN,3.3522,0.04745208109240319,5,FAN-LAT-CNT-T30-W5-D5,LIN-LAT-CNT-T30-W5-D5,main,-0.07960000000000012,0.6689266961603422,0.11899659627416027,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '50', 'window_size': '10', 'wait': '15'}",topology=FAN,3.654,0.10731495701904753,5,topology=LIN,3.6548000000000003,0.09785550572144625,5,FAN-LAT-CNT-T50-W10-D15,LIN-LAT-CNT-T50-W10-D15,main,-0.000800000000000356,0.6689266961603422,0.0011959456911981212,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '50', 'window_size': '10', 'wait': '30'}",topology=FAN,3.6643999999999997,0.13168067436036318,5,topology=LIN,3.6353333333333335,0.09377810689779018,3,FAN-LAT-CNT-T50-W10-D30,LIN-LAT-CNT-T50-W10-D30,main,0.02906666666666613,0.6093459778325645,0.04770141713260482,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '50', 'window_size': '10', 'wait': '5'}",topology=FAN,3.692,0.0986534337973089,5,topology=LIN,3.6006666666666667,0.045796651988255,3,FAN-LAT-CNT-T50-W10-D5,LIN-LAT-CNT-T50-W10-D5,main,0.09133333333333349,0.6093459778325645,0.14988748043960992,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '50', 'window_size': '20', 'wait': '15'}",topology=FAN,6.654333333333333,0.025026652459594536,3,topology=LIN,6.772333333333333,0.22311506747266813,3,FAN-LAT-CNT-T50-W20-D15,LIN-LAT-CNT-T50-W20-D15,main,-0.11800000000000033,0.6088209573395158,0.19381724393267938,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '50', 'window_size': '20', 'wait': '30'}",topology=FAN,6.7139999999999995,0.017521415467935304,3,topology=LIN,6.696333333333333,0.04760602202803079,3,FAN-LAT-CNT-T50-W20-D30,LIN-LAT-CNT-T50-W20-D30,main,0.01766666666666694,0.6088209573395158,0.029017835956022992,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '50', 'window_size': '20', 'wait': '5'}",topology=FAN,6.706666666666667,0.031085902485424838,3,topology=LIN,6.708333333333333,0.04244211744639239,3,FAN-LAT-CNT-T50-W20-D5,LIN-LAT-CNT-T50-W20-D5,main,-0.001666666666666039,0.6088209573395158,0.0027375316939633595,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '50', 'window_size': '5', 'wait': '15'}",topology=FAN,3.4284,0.0712481578709233,5,topology=LIN,3.4730000000000003,0.09936800289831732,5,FAN-LAT-CNT-T50-W5-D15,LIN-LAT-CNT-T50-W5-D15,main,-0.04460000000000042,0.6689266961603422,0.0666739722842662,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '50', 'window_size': '5', 'wait': '30'}",topology=FAN,3.3808,0.10857117481173358,5,topology=LIN,3.468,0.10633672930836263,5,FAN-LAT-CNT-T50-W5-D30,LIN-LAT-CNT-T50-W5-D30,main,-0.08720000000000017,0.6689266961603422,0.13035808034053745,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '50', 'window_size': '5', 'wait': '5'}",topology=FAN,3.4956000000000005,0.019165072397462894,5,topology=LIN,3.4698,0.044319296023289836,5,FAN-LAT-CNT-T50-W5-D5,LIN-LAT-CNT-T50-W5-D5,main,0.025800000000000267,0.6689266961603422,0.03856924854112264,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '70', 'window_size': '10', 'wait': '15'}",topology=FAN,6.3398,0.1053883295246677,5,topology=LIN,6.400200000000001,0.1603892141011982,5,FAN-LAT-CNT-T70-W10-D15,LIN-LAT-CNT-T70-W10-D15,main,-0.06040000000000045,0.6689266961603422,0.09029389968541865,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '70', 'window_size': '10', 'wait': '30'}",topology=FAN,6.3132,0.10158592422181323,5,topology=LIN,6.396333333333334,0.10756548393110743,3,FAN-LAT-CNT-T70-W10-D30,LIN-LAT-CNT-T70-W10-D30,main,-0.0831333333333335,0.6093459778325645,0.13643042927605376,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '70', 'window_size': '10', 'wait': '5'}",topology=FAN,6.3676,0.09343607440384054,5,topology=LIN,6.368333333333333,0.05063924696649165,3,FAN-LAT-CNT-T70-W10-D5,LIN-LAT-CNT-T70-W10-D5,main,-0.0007333333333328085,0.6093459778325645,0.0012034761203171724,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '70', 'window_size': '20', 'wait': '15'}",topology=FAN,9.6494,0.07110063290857567,5,topology=LIN,9.646666666666667,0.06375996654118793,3,FAN-LAT-CNT-T70-W20-D15,LIN-LAT-CNT-T70-W20-D15,main,0.0027333333333334764,0.6093459778325645,0.004485683721185634,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '70', 'window_size': '20', 'wait': '30'}",topology=FAN,9.5992,0.04306042266397313,5,topology=LIN,9.650333333333334,0.0840376899571456,3,FAN-LAT-CNT-T70-W20-D30,LIN-LAT-CNT-T70-W20-D30,main,-0.05113333333333436,0.6093459778325645,0.08391510766217732,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '70', 'window_size': '20', 'wait': '5'}",topology=FAN,9.648666666666665,0.05310681061157137,3,topology=LIN,9.62,0.0495681349255741,3,FAN-LAT-CNT-T70-W20-D5,LIN-LAT-CNT-T70-W20-D5,main,0.028666666666666174,0.6088209573395158,0.04708554513618671,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '70', 'window_size': '5', 'wait': '15'}",topology=FAN,3.5123999999999995,0.032913523056640394,5,topology=LIN,3.479,0.026419689627245904,5,FAN-LAT-CNT-T70-W5-D15,LIN-LAT-CNT-T70-W5-D15,main,0.03339999999999943,0.6689266961603422,0.04993073260749849,UNDERPOWERED
time_to_open,topology,"{'fault': 'LAT', 'window_type': 'CNT', 'threshold': '70', 'window_size': '5', 'wait': '30'}",topology=FAN,3.5314,0.04668297334146576,5,topology=LIN,3.564,0.042508822613664635,3,FAN-LAT-CNT-T70-W5-D30,LIN-LAT-CNT-T70-W5-D30,main,-0.03259999999999996,0.6093459778325645,0.05349998389413799,UNDERPOWERED
